fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes,summary
1948-11-03,10:50:00,Military - U.S. Air Force,Boeing B-29A Superfortress,"Near Glossop, England",0,13,13,0,13,0,13,1948,03,11,"Twenty-five minutes into the flight, the pilot descended prematurely and collided with a cloud covered mountain."
1948-11-04,04:45:00,Pacific Alaska Air Freight,Douglas DC-3,"Cape Spencer, Alaska",15,2,17,15,2,0,17,1948,04,11,Lost contact with the aircraft after the crew reported passing Cape Spencer. The wreckage was never found.  Cause undetermined.
1948-11-08,07:40:00,Australian National Airways,Douglas DC-3,"Mt. Macedon, Australia",19,4,23,0,3,0,3,1948,08,11,Crashed into Mt. Macedon hidden in fog. The pilot deviated off course from his flight plan and failed to follow VFR flight rules.
1948-11-11,18:15:00,Mannin Airways,de Havilland DH-89A Dragon Rapide,"Liverpool, England",6,2,8,5,2,0,7,1948,11,11,Crashed after running out of fuel when diverted to Liverpool because of adverse weather.
1948-11-22,,Aeroflot,Lisunov Li-2,"Near Ryzhovo, Russia",21,5,26,18,5,,23,1948,22,11,"After experiencing communication problems the crew attempted to land at a small airport, stalled and crashed into the ice-covered Kolyma River. Crew error."
1948-11-26,11:15:00,Pakistan Airways,Douglas DC-3,"Vehari, Pakistan",16,5,21,16,5,0,21,1948,26,11,"The plane crashed shortly after taking off and climbing to 7,000 feet. The aircraft was seen trailing smoke before crashing in flames. The omission of a sealing washer on the carburetor fuel filter of the port engine resulting in fuel leaking on to the ignition systems, culminating in a severe oil fire which finally involved the main port fuel tanks."
1948-12-05,,Central Air Transport,Curtiss C-46,"Kiangwan, China",37,3,40,7,2,0,9,1948,05,12,"Overshot runway, crashed and burned."
1948-12-06,10:30:00,"Avio Linee ItalianeAvio Linee Italiane",Douglas C-47,"Milan, Italy",6,1,7,6,1,0,7,1948,06,12,The aircraft crashed during takeoff in fog.
1948-12-12,,China National Aviation Corporation,Douglas DC-3,"Taipei, Taiwan",8,2,10,0,2,0,2,1948,12,12,Crashed while attempting to land.
1948-12-15,06:00:00,LANSA,Douglas C-47,"Near Bogata, Colombia",27,3,30,27,3,0,30,1948,15,12,Crashed shortly after taking off from Bogota. Possible accidental detonation of fire works being carried aboard leading to the in-flight separation of the wing.
1948-12-21,16:37:00,Ceskoslovenske Aerolinie,Douglas DC-3,"Near Pilos, Greece",19,5,24,19,5,0,24,1948,21,12,Crashed in the Taigetos Mountains while en route after being shot down by Greek insurgents.
1948-12-21,14:00:00,China National Aviation Corporation,Douglas C-54B-5-DO,"Basalt Island, Hong Kong",29,4,33,29,4,0,33,1948,21,12,"Crashed on Balsalt Island  while attempting a visual approach through clouds. The pilot came down through a hole in the overcast but became trapped when the weather closed in. He reversed course but crashed into a small mountain. Pilot error. Quentin Roosevelt, son of Teddy Roosevelt killed."
1948-12-23,09:30:00,Iberia Airlines,Douglas DC-3 (C-47-DL),"Near Madrid, Spain",24,3,27,24,3,0,27,1948,23,12,Crashed into Pandols Mountain while en route in poor weather conditions.
1948-12-28,04:13:00,Airborne Transport,Douglas DC-3DST,"Off San Juan, Puerto Rico",29,3,32,29,3,0,32,1948,28,12,Radio contact was lost after the crew reported being 50 nm south of Miami. Departure from San Juan with known electrical problems and discharged batteries. Ditched in the Gulf of Mexico after it ran out of fuel. Offical cause unknown.
1948-12-31,17:52:00,Pan African Air Charter,Douglas DC-3,"Mt. Argentari, Italy",8,5,13,8,5,0,13,1948,31,12,Crashed into Mt. Arbetello in poor visibility. Poor visibility and geographical features made recognition of terrain difficult and likely mislead the pilot into believing he was out at sea.
1949-1-02,22:05:00,Seattle Air Charter,Douglas DC-3 (C-47A-DL),"Seattle, Washington",27,3,30,11,3,0,14,1949,02,1,"The aircraft took off in fog with a group of Yale University students returning to school following their Christmas vacation.  About midway down the runway the plane swerved to the left and became airborne.  The left wing dropped the wing tip dragged on the runway.  After about 750 feet, the tail wheel made contact with the runway.  The engines were cut and the plane skidded for 700 feet until it hit a hanger and burst into flames.  The accident was caused by the crew's attempt to take off in an airplane which had formations of ice and frost on the surfaces of the wings.  In addition, the plane was overloaded by 1,500 lbs."
1949-1-05,,British South American Airways,Avro 685 York 1,"Caravelas Bay, Brazil",11,6,17,3,0,0,3,1949,05,1,"A blown tire during takeoff led to damage to the landing gear, engine and oil line. Lack of oil caused loss of the engine and the crew was not able to feather the prop. This led to overspeeding and an engine fire. The plane made a spiral descent and crashed to the ground."
1949-1-06,07:20:00,Coastal Cargo,Douglas C-47A,"Brandywine, Maryland",0,2,2,0,2,0,2,1949,06,1,"Cargo plane. The loss of control of the aircraft which resulted from an icing condition, turbulence, and lack of alertness on the part of the crew. As a result, the aircraft spun, and during the spins, or attempted recovery from the spins, severe air loads were encountered which failed the left horizontal stabilizer and the elevators."
1949-1-11,,Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,"Near Pelotas, Brazil",8,4,12,8,4,0,12,1949,11,1,The aircraft crashed shortly after taking off. Engine failure due to fuel contamination.
1949-1-15,,Pan African Air Charter,Douglas C-54 Skymaster,"Ras-el-Tin, Egypt",,,30,,,0,30,1949,15,1,Ditched in a lagoon.
1949-1-16,,Dalmia Jain Airways,Douglas DC-3,"Near Srinagar, India",4,9,13,4,9,0,13,1949,16,1,Crashed en route.
1949-1-17,13:40:00,British South American Airways,Avro 688 Tudor 4B,"Atlantic Ocean, off Bermuda",13,7,20,13,7,0,20,1949,17,1,"Lost at sea on a flight from Bermuda to Kingston, Jamaica. The last radio message reported the plane was crossing 30 degrees N.  Nothing further was heard from the plane. No wreckage was ever found. The weather was good at the time. The plane was named ""Star Ariel."" Cause undetermined."
1949-1-17,09:50:00,Military - U.S. Air Force,Boeing B-29A Superfortress,"Near Succoth Glen, Lochgoilhead, Scotland",16,4,20,16,4,0,20,1949,17,1,"The aircraft, part of the 301st BG  15 AFW, cashed into mountains after encountering icing conditions.  The aircraft lost height, clipped the summit of Beinn Tharsuinn in Argyll, and crashed in flames in Succoth Glen below."
1949-1-20,20:05:00,Alaska Airlines,Douglas DC-3C,"Homer, Alaska",3,3,6,3,2,0,5,1949,20,1,"The aircraft departed Homer at night under VFR conditions contrary to company and federal regulations, strayed off course and struck a 3,000 ft. mountain, 27 miles northeast of Homer. The action of the pilot in proceeding off the designated airway at an altitude insufficient to clear the terrain."
1949-1-30,16:22:00,Pan American World Airways,Lockheed L-749 / Cessna 140,"Port Washington, New York",23,12,35,1,1,0,2,1949,30,1,"Midair collision. Two killed on the Cessna, none on the Lockheed which laned safely. The joint failure of the Constellation pilots to observe and avoid the Cessna aircraft in flight and of the Cessna pilot, while on an airway and in an area where a heavy concentration of traffic could be expected, to remain alert and avoid the Constellation.The aircraft was named ""Clipper Monarch of the Skies."""
1949-2-02,16:00:00,Saint Lawrence Airways,Avro Anson,"Trinity Bay, Newfoundland",,,10,,,0,6,1949,02,2,Crashed shortly after taking off.
1949-2-04,,Skyways of London,Douglas C-54A-1-DO Skymaster,"Castel Benito, Libya",44,9,53,0,1,0,1,1949,04,2,"The No. 4, followed by the No. 3 engines failed on initial approach. The plane lost altitude and crashed into trees.  Failure of the captain to maintain a safe height, by utilizing the available power of the starboard engines after power failure in the port engine. The reason for this failure by the captain cannot be determined. The power failure in the port engines was caused by fuel starvation brought about by an insuffuciency of fuel in the port tanks. This fuel shortage was the result of the wing tanks being allowed to become progressively unbalanced during the last stage of the flight."
1949-2-05,,AVIANCA,Consolidated PBY-5A Catalina,"Buenaventura Bay, Colombia",10,4,14,1,2,0,3,1949,05,2,Crashed while attempting to land.
1949-2-08,19:56:00,Scandinavian Airlines (SAS),Vickers 628 Viking 1B,"Off Copenhagen, Denmark",23,4,27,23,4,0,27,1949,08,2,"Crashed in the sea off the Swedish coast after the pilot was told to enter a holding pattern for Copenhagen, since it was closed to inbound traffic. The aircraft was directed to land on Runway 22 but failed to make the landing. The wreckage was found a month later on the bottom of the ocean. Cause undetermined."
1949-2-10,,Faucett,Douglas DC-3,"Near Huanuco, Peru",13,3,16,13,3,0,16,1949,10,2,Struck a mountain as the plane approached Huanuco.
1949-2-19,09:45:00,British European Airways / Military - British,Douglas DC-3 / Avro Anson,"Near Coventry, Warks, England",6,8,14,6,8,0,14,1949,19,2,"Midair collision between a DC-3 and a RAF Avro Anson at 4,500 feet.  Both planes disintegrated and fell to the ground. Ten killed on the DC-3, four on the Avro Anson. Failure on the part of the pilot of each aircraft to ensure the maintenance of an effective lookout."
1949-2-24,08:00:00,TAM (Peru),Douglas C-47,"Near Cuzco, Peru",22,4,26,20,2,0,22,1949,24,2,The aircraft lost control and crashed following a blown tire on takeoff.
1949-2-24,11:00:00,Cathay Pacific Airways,Douglas DC-3,"Braemar Resevoir, Hong Kong",19,4,23,19,4,0,23,1949,24,2,Crashed near Braemar Resevoir after a go-around in poor weather. The crash was attributed to pilot error.
1949-3-10,09:50:00,Queensland Airlines,Lockheed 18 Lodestar,"Coolangatta, Australia",19,3,22,19,3,0,22,1949,10,3,"Crashed on takeoff from Coolangatta.  After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash."
1949-3-15,,Skyways,Avro 685 York I,"Berlin, Germany",0,3,3,0,3,0,3,1949,15,3,The cargo plane crashed while attempting to land.
1949-3-18,09:40:00,New Zealand National Airways,Lockheed 18 Lodestar,"Near Waikanae, New Zealand",13,2,15,13,2,0,15,1949,18,3,Crashed into a hill while on approach in low overcast. A navigational error by the pilot-in-command..
1949-4-29,12:20:00,Aeroflot,Lisunov Li-2,"Near Mironovo, Russia",18,6,24,11,3,0,14,1949,29,4,"The flight deviated 60 miles off the proper course, the crew initiated a descent without either establishing their position or making  visual contact with the ground. The plane crashed into a mountain."
1949-5-04,17:04:00,Avio Linee Italiane,FIAT G-212CP,"Superga, Italy",27,4,31,27,4,0,31,1949,04,5,"The aircraft was returning on a flight from Lisboa to Milan with the Torino Soccer Team when the crew decided to land directly at Turin, homebase to the team. In low visibility, rain and thunderstorms, the left wing of the plane struck a wall surrounding the sanctuary of Superga, a mountain near Turin. The aircraft then pivoted, and disintegrated next to the sanctuary killing all aboard.  Error in navigation and poor visiblity."
1949-5-04,12:10:00,Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,"Near Portland, Dorset, England",0,7,7,0,7,0,7,1949,04,5,Crashed in the English Channel. Cause unknown.
1949-5-07,16:00:00,Philippine Air Lines,Douglas DC-3,"Sibuyan Sea, off the Philippine island of Elalat",10,3,13,10,3,0,13,1949,07,5,"The plane was on a flight from Daet, Camarines to Manila when it crashed after experiencing a violent explosion in the tail of the aircraft. Two ex-convicts confessed to planting a time bomb aboard the flight in order to kill the husband of a woman involved with another man."
1949-5-13,14:10:00,Aeroflot,Ilyushin IL-12,"Near  Novosibirsk, Russia",20,5,25,20,5,0,25,1949,13,5,Crashed after penetrating a thunderstorm.
1949-6-06,19:00:00,Tech - Aeronautical Explotiation,Douglas DC-3,"Malahasa Attica, Greece",18,4,22,18,4,0,22,1949,06,6,Crashed into a mountainside 30 miles northeast of Athens. Structural failure while flying through an area of thunderstorm activity.
1949-6-07,14:00:00,Military - Brazilian Air Force,Douglas C-47B,"Near Florianpolis, Brazil",21,6,27,21,6,0,27,1949,07,6,The aircraft crashed into a mountain shortly after taking off from Florianpolis.
1949-6-07,00:25:00,Strato Freight,Curtiss C-46D-5-CU,"San Juan, Puerto Rico",75,6,81,52,1,0,53,1949,07,6,"The aircraft crashed into the Atlantic Ocean during takeoff after a loss of the No. 2 engine. The loss of power in the right engine before the aircraft could attain the optimum single engine climb speed, which together with being overloaded resulted in the aircraft losing altitude and ditching into the ocean. Incorrect spark plugs installed on the No. 2 engine."
1949-6-23,10:55:00,KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,"Off Bari, Italy",23,10,33,23,10,0,33,1949,23,6,Crashed into Bari Harbor while en route from Cairo via Athens to Rome. Witnesses observed smoke from an engine followed by smoke from the other engines and fuselage prior to the crash. The plane broke-up in flight.
1949-7-02,02:15:00,Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,"Near Guildford, Australia",14,4,18,14,4,0,18,1949,02,7,The plane rose to 600 ft. then nosed down and crashed into a housing camp south of Guildford shortly after taking off. Caused by a stall attributed to improper loading of the DC-3 which resuled in its center of gravity being beyond the permissible limit.
